2018-08-16 21:55:47,忘卿209,耒阳,5,很好看，绝望中人性表露完美，主题深刻。令人回味。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:21:08,野田总管大人,长春,4,剧本很好，演员很棒，张艺兴没让我失望
2018-08-16 21:21:06,wvO138338812,威海,3.5,不错的还行吧
2018-08-16 21:21:03,ZvI663381520,牡丹江,5,很好看，感悟很深
2018-08-16 21:20:41,MWT346814660,西安,2.5,哪里是喜剧片，能不能不要硬往喜剧分类
2018-08-16 21:20:33,NpL936977514,常熟,3.5,还可以，要是有徐峥，红雷就好看了
2018-08-16 21:20:09,JAw12659386,随州,3,各位演员演技过关，但导演方面差强人意，想表达的东西没有表达出来，各种倒转拍摄引人头晕，彩蛋时间太过靠后。
2018-08-16 21:20:08,怨天尤人。,遵义,5,感觉还可以把。
2018-08-16 21:20:08,bqX182930733,大连,3.5,背景有点枯燥，有点视觉疲劳，
2018-08-16 21:19:51,一位即将上大学的女子,牟平,5,一群影帝影后在飙戏
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:21:06,wvO138338812,威海,3.5,不错的还行吧
2018-08-16 21:21:03,ZvI663381520,牡丹江,5,很好看，感悟很深
2018-08-16 21:20:41,MWT346814660,西安,2.5,哪里是喜剧片，能不能不要硬往喜剧分类
2018-08-16 21:20:33,NpL936977514,常熟,3.5,还可以，要是有徐峥，红雷就好看了
2018-08-16 21:20:09,JAw12659386,随州,3,各位演员演技过关，但导演方面差强人意，想表达的东西没有表达出来，各种倒转拍摄引人头晕，彩蛋时间太过靠后。
2018-08-16 21:20:08,怨天尤人。,遵义,5,感觉还可以把。
2018-08-16 21:20:08,bqX182930733,大连,3.5,背景有点枯燥，有点视觉疲劳，
2018-08-16 21:19:51,一位即将上大学的女子,牟平,5,一群影帝影后在飙戏
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:21:03,ZvI663381520,牡丹江,5,很好看，感悟很深
2018-08-16 21:20:41,MWT346814660,西安,2.5,哪里是喜剧片，能不能不要硬往喜剧分类
2018-08-16 21:20:33,NpL936977514,常熟,3.5,还可以，要是有徐峥，红雷就好看了
2018-08-16 21:20:09,JAw12659386,随州,3,各位演员演技过关，但导演方面差强人意，想表达的东西没有表达出来，各种倒转拍摄引人头晕，彩蛋时间太过靠后。
2018-08-16 21:20:08,怨天尤人。,遵义,5,感觉还可以把。
2018-08-16 21:20:08,bqX182930733,大连,3.5,背景有点枯燥，有点视觉疲劳，
2018-08-16 21:19:51,一位即将上大学的女子,牟平,5,一群影帝影后在飙戏
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:20:41,MWT346814660,西安,2.5,哪里是喜剧片，能不能不要硬往喜剧分类
2018-08-16 21:20:33,NpL936977514,常熟,3.5,还可以，要是有徐峥，红雷就好看了
2018-08-16 21:20:09,JAw12659386,随州,3,各位演员演技过关，但导演方面差强人意，想表达的东西没有表达出来，各种倒转拍摄引人头晕，彩蛋时间太过靠后。
2018-08-16 21:20:08,怨天尤人。,遵义,5,感觉还可以把。
2018-08-16 21:20:08,bqX182930733,大连,3.5,背景有点枯燥，有点视觉疲劳，
2018-08-16 21:19:51,一位即将上大学的女子,牟平,5,一群影帝影后在飙戏
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:20:33,NpL936977514,常熟,3.5,还可以，要是有徐峥，红雷就好看了
2018-08-16 21:20:09,JAw12659386,随州,3,各位演员演技过关，但导演方面差强人意，想表达的东西没有表达出来，各种倒转拍摄引人头晕，彩蛋时间太过靠后。
2018-08-16 21:20:08,怨天尤人。,遵义,5,感觉还可以把。
2018-08-16 21:20:08,bqX182930733,大连,3.5,背景有点枯燥，有点视觉疲劳，
2018-08-16 21:19:51,一位即将上大学的女子,牟平,5,一群影帝影后在飙戏
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:18:19,致远8887,哈尔滨,5,还不错，脑洞大开
2018-08-16 21:20:09,JAw12659386,随州,3,各位演员演技过关，但导演方面差强人意，想表达的东西没有表达出来，各种倒转拍摄引人头晕，彩蛋时间太过靠后。
2018-08-16 21:20:08,怨天尤人。,遵义,5,感觉还可以把。
2018-08-16 21:20:08,bqX182930733,大连,3.5,背景有点枯燥，有点视觉疲劳，
2018-08-16 21:19:51,一位即将上大学的女子,牟平,5,一群影帝影后在飙戏
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:18:19,致远8887,哈尔滨,5,还不错，脑洞大开
2018-08-16 21:17:56,漫客,许昌,3,剧情一般般没有宣传的好
2018-08-16 21:20:08,怨天尤人。,遵义,5,感觉还可以把。
2018-08-16 21:20:08,bqX182930733,大连,3.5,背景有点枯燥，有点视觉疲劳，
2018-08-16 21:19:51,一位即将上大学的女子,牟平,5,一群影帝影后在飙戏
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:18:19,致远8887,哈尔滨,5,还不错，脑洞大开
2018-08-16 21:17:56,漫客,许昌,3,剧情一般般没有宣传的好
2018-08-16 21:17:33,王道兴Meteor,北京,4.5,可能是期待程度太高了，感觉没有想象中那么好看，不过也不算难看，就是那种看完了就看完了的片儿。看在阿信主题曲和渤哥处女作的份儿上，姑且9分吧。
2018-08-16 21:20:08,bqX182930733,大连,3.5,背景有点枯燥，有点视觉疲劳，
2018-08-16 21:19:51,一位即将上大学的女子,牟平,5,一群影帝影后在飙戏
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:18:19,致远8887,哈尔滨,5,还不错，脑洞大开
2018-08-16 21:17:56,漫客,许昌,3,剧情一般般没有宣传的好
2018-08-16 21:17:33,王道兴Meteor,北京,4.5,可能是期待程度太高了，感觉没有想象中那么好看，不过也不算难看，就是那种看完了就看完了的片儿。看在阿信主题曲和渤哥处女作的份儿上，姑且9分吧。
2018-08-16 21:17:08,蛋萨拉,宿迁,5,没有想象中的好看
2018-08-16 21:19:51,一位即将上大学的女子,牟平,5,一群影帝影后在飙戏
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:18:19,致远8887,哈尔滨,5,还不错，脑洞大开
2018-08-16 21:17:56,漫客,许昌,3,剧情一般般没有宣传的好
2018-08-16 21:17:33,王道兴Meteor,北京,4.5,可能是期待程度太高了，感觉没有想象中那么好看，不过也不算难看，就是那种看完了就看完了的片儿。看在阿信主题曲和渤哥处女作的份儿上，姑且9分吧。
2018-08-16 21:17:08,蛋萨拉,宿迁,5,没有想象中的好看
2018-08-16 21:17:06,倾城绝唱886,温州,5,人性的丑陋与险恶值得让我们反思，总体是一部很成功的电影，👍
2018-08-16 21:19:43,盧米,唐山,5,尺度把握在影线允许上映的范围之内。以为能拍成《苍蝇》，不过拍成那样应该不让播。
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:18:19,致远8887,哈尔滨,5,还不错，脑洞大开
2018-08-16 21:17:56,漫客,许昌,3,剧情一般般没有宣传的好
2018-08-16 21:17:33,王道兴Meteor,北京,4.5,可能是期待程度太高了，感觉没有想象中那么好看，不过也不算难看，就是那种看完了就看完了的片儿。看在阿信主题曲和渤哥处女作的份儿上，姑且9分吧。
2018-08-16 21:17:08,蛋萨拉,宿迁,5,没有想象中的好看
2018-08-16 21:17:06,倾城绝唱886,温州,5,人性的丑陋与险恶值得让我们反思，总体是一部很成功的电影，👍
2018-08-16 21:17:04,cdchenc,成都,3.5,一般一般一般
2018-08-16 21:19:42,MjD872156125,吉林,5,片如其名，真的是一出好戏这种类型的电影虽然也不少，比如《迷雾》、《健忘村》等，但黄渤的这一版比较特别，让我想到的却是姜文那部充满隐喻、才气四溢的《鬼子来了》。黄渤导演的首部大电影中包进了太多的馅料，却均匀有序，多而不乱，鲜而不腻，味感极佳。荒岛桃源世界的众生相、倒置的巨轮、说谎时颠倒的影像、蜥蜴的变色龙身份及旁观视角、癫狂疯魔的人物个性、天降鱼雨等诸多细节都在荒诞夸张之中富含寓意，几个带头大哥的交替转换引发的站队风波尤其具有讽刺性。只是觉得回归现实世界，各自身份归位之后应该还有一出好戏，电影却变成了彩蛋一晃而过，感觉有一点遗憾。期待黄渤能带给我们更优秀的作品。
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:18:19,致远8887,哈尔滨,5,还不错，脑洞大开
2018-08-16 21:17:56,漫客,许昌,3,剧情一般般没有宣传的好
2018-08-16 21:17:33,王道兴Meteor,北京,4.5,可能是期待程度太高了，感觉没有想象中那么好看，不过也不算难看，就是那种看完了就看完了的片儿。看在阿信主题曲和渤哥处女作的份儿上，姑且9分吧。
2018-08-16 21:17:08,蛋萨拉,宿迁,5,没有想象中的好看
2018-08-16 21:17:06,倾城绝唱886,温州,5,人性的丑陋与险恶值得让我们反思，总体是一部很成功的电影，👍
2018-08-16 21:17:04,cdchenc,成都,3.5,一般一般一般
2018-08-16 21:16:59,LiH773146613,揭阳,3.5,剧情有点拖沓
2018-08-16 21:19:40,QYj992634975,乐清,4.5,还不错哦，破20亿应该没问题的
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:18:19,致远8887,哈尔滨,5,还不错，脑洞大开
2018-08-16 21:17:56,漫客,许昌,3,剧情一般般没有宣传的好
2018-08-16 21:17:33,王道兴Meteor,北京,4.5,可能是期待程度太高了，感觉没有想象中那么好看，不过也不算难看，就是那种看完了就看完了的片儿。看在阿信主题曲和渤哥处女作的份儿上，姑且9分吧。
2018-08-16 21:17:08,蛋萨拉,宿迁,5,没有想象中的好看
2018-08-16 21:17:06,倾城绝唱886,温州,5,人性的丑陋与险恶值得让我们反思，总体是一部很成功的电影，👍
2018-08-16 21:17:04,cdchenc,成都,3.5,一般一般一般
2018-08-16 21:16:59,LiH773146613,揭阳,3.5,剧情有点拖沓
2018-08-16 21:16:44,OUY544399434,天津,5,还行，挺好。
2018-08-16 21:19:40,AxK245284602,重庆,4.5,很不错，笑闹之中有深度。
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
2018-08-16 21:18:35,muC790340577,天津,5,很不错的影片，既有娱乐，又有思想，是一部对人性进行深刻探究的寓教于乐优秀影片，黄渤、王宝强等实力派演员的演技仍然过硬，演而优则导得到成功诠释！👍👍👍👍👍
2018-08-16 21:18:19,致远8887,哈尔滨,5,还不错，脑洞大开
2018-08-16 21:17:56,漫客,许昌,3,剧情一般般没有宣传的好
2018-08-16 21:17:33,王道兴Meteor,北京,4.5,可能是期待程度太高了，感觉没有想象中那么好看，不过也不算难看，就是那种看完了就看完了的片儿。看在阿信主题曲和渤哥处女作的份儿上，姑且9分吧。
2018-08-16 21:17:08,蛋萨拉,宿迁,5,没有想象中的好看
2018-08-16 21:17:06,倾城绝唱886,温州,5,人性的丑陋与险恶值得让我们反思，总体是一部很成功的电影，👍
2018-08-16 21:17:04,cdchenc,成都,3.5,一般一般一般
2018-08-16 21:16:59,LiH773146613,揭阳,3.5,剧情有点拖沓
2018-08-16 21:16:44,OUY544399434,天津,5,还行，挺好。
2018-08-16 21:16:37,cp1220x0131,上海,5,感觉非常精彩*^O^*
2018-08-16 21:19:24,CqO15163719466,济宁,5,不错，人性的讽刺！
2018-08-16 21:18:52,哥太帅不懂爱,沈阳,5,很好了确实不错。
2018-08-16 21:18:48,千寒wyy,荆州,5,果然一出好戏
2018-08-16 21:18:44,Dong1495,开平,3.5,感觉没啥新鲜感。不过剧情还不错。
